Title,URL,Author,Date,Playbacks,Flash_comments,Duration
姜萍决赛结束结果未出，就开始支持的,https://www.bilibili.com/video/BV1Xm421377E/,亖亖亖亖龟,· 6-23,3977,0,01:53,2024/06/26
“和姜萍一比，韦东奕也不算天才”,https://www.bilibili.com/video/BV1aw4m1e7v5/,小黑兔白了又白,· 6-22,2万,7,01:43,2024/06/26
今日公示姜萍同志个人简历,https://www.bilibili.com/video/BV1Lug6exEhA/,纯真文盲与中专数学家,· 6-23,2.6万,11,01:26,2024/06/26
【姜萍事件】阿里巴巴：唏！可以和解吗？大佬：此时此刻？阿里，你莫不是在说笑？！,https://www.bilibili.com/video/BV1hZ421M7VN/,能再表演一遍那个吗,· 6-23,3.6万,0,00:14,2024/06/26
姜萍回答提问，信息量太大！,https://www.bilibili.com/video/BV1Wr421F7wr/,欣玥怡然,· 6-24,4316,0,03:05,2024/06/26
【F1meme】请选择你的姜萍恒等式,https://www.bilibili.com/video/BV19m42137ix/,幻影猫阿瑞,· 6-22,2.1万,4,00:29,2024/06/26
今日公示姜萍同志个人简历,https://www.bilibili.com/video/BV1Lug6exEhA/,纯真文盲与中专数学家,· 6-23,2.6万,11,01:26,2024/06/26
【姜萍事件】阿里巴巴：唏！可以和解吗？大佬：此时此刻？阿里，你莫不是在说笑？！,https://www.bilibili.com/video/BV1hZ421M7VN/,能再表演一遍那个吗,· 6-23,3.6万,0,00:14,2024/06/26
姜萍回答提问，信息量太大！,https://www.bilibili.com/video/BV1Wr421F7wr/,欣玥怡然,· 6-24,4316,0,03:05,2024/06/26
【F1meme】请选择你的姜萍恒等式,https://www.bilibili.com/video/BV19m42137ix/,幻影猫阿瑞,· 6-22,2.1万,4,00:29,2024/06/26
姜萍事件之造谣者,https://www.bilibili.com/video/BV14f421Q7BA/,专业蹭热度,· 8小时前,1147,0,03:28,2024/06/26
姜萍荣获数学竞赛全球第12名，结果还没庆祝，就被无数人怀疑作假,https://www.bilibili.com/video/BV1y4421S7uq/,m魔法世界,· 6-19,2270,0,01:21,2024/06/26
姜萍没有退赛，让黑子们又失望了,https://www.bilibili.com/video/BV1UAg8eUEW8/,分头蹦迪高瘦,· 6-22,9037,2,00:59,2024/06/26
马光远谈姜萍事件，让教育真诚些，姜萍是努力天赋和兴趣成就的，知识需要吸取完事后创新，而不是一味地看出身，教育应该贴近人民，而不是拿着知识高高在上,https://www.bilibili.com/video/BV1e6421Z7Pe/,红色永恒信仰,· 6-19,8.4万,210,01:23,2024/06/26
关于姜萍成绩作假有了新的发现，爱好数学的网友指出有题目的定义都出错了姜萍居然还能写下去，真的厉害。这就像疫情假期线上考试，遥遥落后的一下成为了遥遥领先。,https://www.bilibili.com/video/BV1Wf421B7AZ/,甄机坊,· 6-19,3.2万,1,02:03,2024/06/26
关于我发布姜萍事件被封365天这件事,https://www.bilibili.com/video/BV1wm3Te5Ecc/,bili_3546615214246653,· 12小时前,2282,1,00:51,2024/06/26
姜萍事件是一个网络营销骗局！！,https://www.bilibili.com/video/BV1XS411w7Jo/,汤圆老师呢,· 6-19,3.8万,96,07:04,2024/06/26
【女权日记】进来看姜萍事件中的破防男和人们对女性的刻板印象。,https://www.bilibili.com/video/BV1JiVeeWE2F/,嘉嘉嘉菲猫_,· 6-15,1.7万,151,07:45,2024/06/26
阿里数赛选手联名信。阿里巴巴竞赛第一:姜萍决赛考不好跟初赛作弊无关,https://www.bilibili.com/video/BV14H4y1w7a6/,亚洲老大李景亮,· 6-19,8.5万,104,03:02,2024/06/26
姜萍完成了决赛,https://www.bilibili.com/video/BV1xy411z7Mv/,力挺姜萍,· 昨天,7023,0,00:13,2024/06/26
姜萍事件逆天主持人：我有一个中学同学百米9秒！！！,https://www.bilibili.com/video/BV17b421p7a5/,综艺娱乐官方,· 6-24,1.7万,63,05:41,2024/06/26
姜萍得了全球12后，涟水文旅坐不住了！,https://www.bilibili.com/video/BV18f421B7U9/,木木恰瓜,· 6-16,3.7万,6,00:25,2024/06/26
韩国报道数学天才姜萍 网友竟然这样说！,https://www.bilibili.com/video/BV15T421a7GA/,油管小师妹,· 6-23,5999,9,03:44,2024/06/26
姜萍与数学老师王润秋即将出面道歉？39名决赛选手联名请愿调查姜萍？,https://www.bilibili.com/video/BV1LS411A77a/,门口1234,· 6-23,2056,0,02:25,2024/06/26
彻底结束!!姜萍学校附近知情人士匿名爆料全部真相!闹剧就此收尾!,https://www.bilibili.com/video/BV1bZ421M7Xj/,百米扬程,· 5小时前,7449,1,08:36,2024/06/26
全球质疑姜萍最恶毒的就是舟子。终于有大神站出来给姜萍正名了。把整个答题推演了一遍，证明姜萍确实为自己作答。祝福她，希望我们能有更多的姜萍！,https://www.bilibili.com/video/BV1wE421N73A/,雨霖霖的三哥,· 6-18,10.3万,131,03:17,2024/06/26
再评姜萍，为什么我选择相信姜萍没有作弊,https://www.bilibili.com/video/BV14y411z7pA/,大脑门儿苏德超,· 6-24,2万,173,10:49,2024/06/26
【知识竞赛】“天才少女”姜萍VS“超级计算机”范小勤,https://www.bilibili.com/video/BV1HFghe6EL8/,数学冷门信仰姜圣,· 6-22,3.1万,57,02:37,2024/06/26
姜萍已考试结束，疑似一题未答？,https://www.bilibili.com/video/BV156421Z7hg/,资深de魔法师,· 6-22,9.2万,9,01:32,2024/06/26
【姜萍阿里决赛】200万人围观？,https://www.bilibili.com/video/BV1Lx4y1t7ze/,热门追踪后续,· 6-22,2.3万,3,01:17,2024/06/26
［作文素材］“志之所趋，无远弗届，穷山距海，不能限也。”｜怎样把姜萍写进作文？,https://www.bilibili.com/video/BV1JZ421M7Ha/,树洞作文素材君,· 6-16,13.4万,147,03:03,2024/06/26
质疑姜萍，理解姜萍，你选哪一个？,https://www.bilibili.com/video/BV1yy411q7PX/,伍博士高中数学,· 6-20,1.8万,3,00:09,2024/06/26
北大硕士赵斌急眼了，姜萍拿到金奖了,https://www.bilibili.com/video/BV1EfgqesEhm/,姜萍1,· 6-23,4.5万,2,01:19,2024/06/26
姜萍将被哈佛录取,https://www.bilibili.com/video/BV14s421T7my/,力挺姜萍,· 昨天,1.2万,2,00:13,2024/06/26
笔迹大师靠字分析姜萍是怎样的一个人，,https://www.bilibili.com/video/BV1Yi421e7dq/,娱乐前线突击,· 6-23,1558,0,01:07,2024/06/26
姜萍如果作弊，我将退出教育行业,https://www.bilibili.com/video/BV1oM4m1m7ak/,赛里斯抽象导师,· 6-23,5.4万,121,01:15,2024/06/26
姜萍妈妈音符关闭了评论区，是发生了什么吗,https://www.bilibili.com/video/BV1mS421d7JY/,热门追踪后续,· 6-20,1.1万,1,01:43,2024/06/26
十三爷刘奔，那是仅次于姜萍的存在。。,https://www.bilibili.com/video/BV1qM4m1m7h8/,五星上将麦克ase,· 6-16,9.2万,118,01:11,2024/06/26
（补档）致敬传奇蜜桃乌龙姜萍,https://www.bilibili.com/video/BV1TygNeyEN9/,传奇数学家jumping,· 6-19,3万,4,00:10,2024/06/26
姜萍事件被石锤后的后果到底有多严重？最倒霉的是谁？能全身而退的又是谁？,https://www.bilibili.com/video/BV1xf421Q7Kh/,热门追踪后续,· 6-22,7331,2,02:28,2024/06/26
真成明星了，姜萍狂热粉丝阿姨舌战姜萍质疑者-,https://www.bilibili.com/video/BV1Dw4m1e7p1/,娱乐前线突击,· 6-24,3647,5,00:55,2024/06/26
姜萍事件后，虎扑如何评价？,https://www.bilibili.com/video/BV17J4m1u7dz/,亖亖亖亖龟,· 6-21,7113,1,03:23,2024/06/26
姜萍，我就作弊，能怎么样，有证据吗？,https://www.bilibili.com/video/BV1q4421Q7ib/,法外狂徒张三的一天,· 6-24,2376,0,05:33,2024/06/26
你们这群质疑姜萍的黑子。她没有作弊的分析来了。,https://www.bilibili.com/video/BV1iogdeBEq4/,棹歌而行_隽也逸也,· 昨天,1726,1,01:51,2024/06/26
谁在质疑姜萍,https://www.bilibili.com/video/BV14S421o7Xm/,小名名诶,· 6-22,6377,8,00:40,2024/06/26
25 日凤凰网力挺姜萍：终止无休止的恶意揣测,https://www.bilibili.com/video/BV1sE421N7PW/,影娱与我相随,· 昨天,3717,5,00:34,2024/06/26
涟水的骄傲，一己之力让涟水中专与清北麻省理工齐名 为姜萍点赞,https://www.bilibili.com/video/BV19f421B7A7/,文行电驴骑行分享,· 6-18,5.6万,75,02:26,2024/06/26
反对姜萍的，不服来辩,https://www.bilibili.com/video/BV1m1421C7TD/,专业蹭热度,· 6-21,4833,8,01:47,2024/06/26
姜萍事件后，虎扑如何评价？,https://www.bilibili.com/video/BV17J4m1u7dz/,亖亖亖亖龟,· 6-21,7113,1,03:23,2024/06/26
姜萍，我就作弊，能怎么样，有证据吗？,https://www.bilibili.com/video/BV1q4421Q7ib/,法外狂徒张三的一天,· 6-24,2376,0,05:33,2024/06/26
你们这群质疑姜萍的黑子。她没有作弊的分析来了。,https://www.bilibili.com/video/BV1iogdeBEq4/,棹歌而行_隽也逸也,· 昨天,1726,1,01:51,2024/06/26
谁在质疑姜萍,https://www.bilibili.com/video/BV14S421o7Xm/,小名名诶,· 6-22,6377,8,00:40,2024/06/26
25 日凤凰网力挺姜萍：终止无休止的恶意揣测,https://www.bilibili.com/video/BV1sE421N7PW/,影娱与我相随,· 昨天,3717,5,00:34,2024/06/26
涟水的骄傲，一己之力让涟水中专与清北麻省理工齐名 为姜萍点赞,https://www.bilibili.com/video/BV19f421B7A7/,文行电驴骑行分享,· 6-18,5.6万,75,02:26,2024/06/26
反对姜萍的，不服来辩,https://www.bilibili.com/video/BV1m1421C7TD/,专业蹭热度,· 6-21,4833,8,01:47,2024/06/26
姜萍事件翻转了嘛,https://www.bilibili.com/video/BV1qJg5eXErk/,小夫-正义版,· 6-20,9711,6,04:07,2024/06/26
姜萍的老师王闰秋恐吓知乎博主，疑似吃醋,https://www.bilibili.com/video/BV1DMg1ehEvd/,员神怎么你了,· 6-21,6059,0,00:39,2024/06/26
姜萍父亲谈姜萍，不知为何没谈到姜萍数学方面天赋,https://www.bilibili.com/video/BV1gS411A7Bt/,热门追踪后续,· 6-24,1859,1,01:08,2024/06/26
当代英专生如何看待姜萍事件,https://www.bilibili.com/video/BV1wegSecEjc/,牧之也很zane,· 6-21,2.5万,155,03:19,2024/06/26
姜萍事件越闹越大，决赛圈选手发表公开信质疑蒋萍，要求进行独立调查。,https://www.bilibili.com/video/BV1Qf421B7jC/,巴铁杰克寰球旅行家,· 6-23,4357,0,01:34,2024/06/26
十年后，你的儿子问你什么是姜萍主=6（阿里巴巴数学竞赛疑似造假）,https://www.bilibili.com/video/BV1pT421a7Ze/,能再表演一遍那个吗,· 6-24,1.1万,103,00:45,2024/06/26
姜萍，不接受任何质疑！,https://www.bilibili.com/video/BV1V4VWeSEX1/,科技博主毛启盈,· 6-17,1.1万,18,01:49,2024/06/26
疑是实拍姜萍笔记，黑子们都闭口吧！！！,https://www.bilibili.com/video/BV1TS421o7id/,第一热门跟踪,· 6-19,6.1万,18,00:56,2024/06/26
大型纪录片《数学才女姜萍》持续为您播出＃谁言努力不值一提，为姜萍点赞！,https://www.bilibili.com/video/BV1L4421Q7PJ/,麦克阿瑟bro,· 6-14,8.7万,128,01:08,2024/06/26
最新速报！39名决赛选手联名要求彻查姜萍！大结局马上来了！,https://www.bilibili.com/video/BV171421r7Lw/,最新速报,· 6-23,14.6万,25,01:34,2024/06/26
神秘力量出手？？劝劝质疑姜萍的人，自己麻溜退散吧，别找事了！,https://www.bilibili.com/video/BV1FH4y1w7CZ/,热门追踪后续,· 6-24,3981,0,01:39,2024/06/26
姜萍造假实锤！#姜萍#书写字体,https://www.bilibili.com/video/BV1yFgde2EKy/,放慢生活,· 6-22,1345,0,01:03,2024/06/26
最强裁缝姜萍VS最强厨师丁冉,https://www.bilibili.com/video/BV1Ci421e7cr/,PPT大战流沙河,· 6-22,8.5万,114,00:38,2024/06/26
姜萍事件：他们都知道，只是没有直接证据，不然招生办早就来抢人了,https://www.bilibili.com/video/BV1fJ4m1M7Xy/,热门追踪后续,· 6-21,1.2万,0,01:39,2024/06/26
破案了，原来姜萍是ETO组织的人，这下要重视起来了，三体文明要来了😋,https://www.bilibili.com/video/BV1Wn4y1X7NN/,分享一些有趣的事物,· 6-22,7156,7,00:51,2024/06/26
设计这个LOGO祝愿姜萍在今天的决赛再创无限的可能！#品牌设计 #logo设计 #姜萍,https://www.bilibili.com/video/BV1wT421Y7SE/,LOGO设计匠心,· 6-22,36.1万,196,00:19,2024/06/26
校长接受央视采访紧张是紧张，话说得可是滴水不漏……|姜萍王闰秋2024阿里巴巴全球数学竞赛,https://www.bilibili.com/video/BV1cE421N7nq/,向上的土拨鼠,· 6-17,46.3万,671,06:20,2024/06/26
姜萍频繁上热搜~关于姜萍同学事件的一点点质疑，没有恶意,https://www.bilibili.com/video/BV1hGgLejEf8/,太平洋勇敢的白术,· 6-20,1.1万,1,00:44,2024/06/26
数学天才姜萍冲上热搜，你知道她前面是谁么？,https://www.bilibili.com/video/BV1sT421e76P/,在庐山开民宿,· 6-15,5.4万,20,03:03,2024/06/26
牛津博士发帖回复姜萍事件，将拿起法律武器对付喷子。,https://www.bilibili.com/video/BV1rmgdeyEVr/,秋裤院士,· 昨天,1129,0,00:13,2024/06/26
姜萍，蛊修世界中的第十二位尊者，以数道成尊的正修！自此之后，她成功成棋子蜕变成了棋手，宛若大日，光照千古，其余蛊仙不论多么豪杰英雄皆为繁星！,https://www.bilibili.com/video/BV18f421B73W/,晓夜夜_,· 6-16,8475,3,00:54,2024/06/26
姜萍事件，保护的是数学还是数学圈？ 数学被保护得很好？我们物...,https://www.bilibili.com/video/BV1LM4m1m7jR/,娱乐前线突击,· 昨天,690,0,01:36,2024/06/26
浅谈人工智能（ChatGPT）对姜萍（Jumping）定理的理解,https://www.bilibili.com/video/BV1MU3Le1Esc/,Andiology,· 6-24,712,3,08:22,2024/06/26
质疑姜萍的人他们拿着放大镜审视她的种种行为，力求在她的白纸上染上污点！,https://www.bilibili.com/video/BV1ShgGeiEtD/,战狼血统手拿U型锁,· 6-20,3179,12,04:02,2024/06/26
为何姜萍会从登上神坛的数学天才，到被骂作弊的捞女,https://www.bilibili.com/video/BV1vi421a79D/,江水娇美,· 6-21,2.3万,3,01:35,2024/06/26
天才少女姜萍都火到国外去了，看看外国网友的评论。,https://www.bilibili.com/video/BV1Uy411z7Vp/,卯卯姐,· 6-23,2660,4,06:56,2024/06/26
如果姜萍的故事拍成电影，你会喜欢吗？,https://www.bilibili.com/video/BV1zr421F7AV/,瓜姨太,· 6-21,7.4万,7,00:12,2024/06/26
阿里数赛选手联名信。姜萍热搜消失！大概率以冷处理收场！,https://www.bilibili.com/video/BV1JS421d7Xv/,亚洲老大李景亮,· 6-22,3.8万,6,00:34,2024/06/26
姜萍拒绝破格录取,https://www.bilibili.com/video/BV1GJ4m1u7Nu/,m魔法世界,· 6-20,14.6万,28,01:09,2024/06/26
姜萍事件全过程（已完结）,https://www.bilibili.com/video/BV1oi421e79P/,法外狂徒张三的一天,· 6-21,4.4万,23,05:33,2024/06/26
浙大拒绝了姜萍#姜萍,https://www.bilibili.com/video/BV1kfVjeyEGX/,架构师大超,· 6-16,3.4万,10,00:20,2024/06/26
来了它来了！！！姜萍事件很快就会有结果 ！！！,https://www.bilibili.com/video/BV1rJ4m1u7DY/,热门追踪后续,· 6-24,2735,2,04:01,2024/06/26
反转！赵斌向姜萍道歉？表态自己也只是受害者,https://www.bilibili.com/video/BV18s421T7Xq/,素素娱乐,· 昨天,3.2万,13,01:14,2024/06/26
挨个告一遍，姜萍的大学学费就出来了,https://www.bilibili.com/video/BV1yT421a7DE/,万万不可一意孤行,· 6-19,2.1万,4,01:40,2024/06/26
数学竞赛选手:7题完全会答的有4个，对姜萍的成绩“非常震撼”,https://www.bilibili.com/video/BV1hz421b715/,耳纹AI-侯公子,· 6-15,16.1万,315,01:35,2024/06/26
姜萍事件全过程（已完结）,https://www.bilibili.com/video/BV1oi421e79P/,法外狂徒张三的一天,· 6-21,4.4万,23,05:33,2024/06/26
浙大拒绝了姜萍#姜萍,https://www.bilibili.com/video/BV1kfVjeyEGX/,架构师大超,· 6-16,3.4万,10,00:20,2024/06/26
来了它来了！！！姜萍事件很快就会有结果 ！！！,https://www.bilibili.com/video/BV1rJ4m1u7DY/,热门追踪后续,· 6-24,2735,2,04:01,2024/06/26
反转！赵斌向姜萍道歉？表态自己也只是受害者,https://www.bilibili.com/video/BV18s421T7Xq/,素素娱乐,· 昨天,3.2万,13,01:14,2024/06/26
挨个告一遍，姜萍的大学学费就出来了,https://www.bilibili.com/video/BV1yT421a7DE/,万万不可一意孤行,· 6-19,2.1万,4,01:40,2024/06/26
数学竞赛选手:7题完全会答的有4个，对姜萍的成绩“非常震撼”,https://www.bilibili.com/video/BV1hz421b715/,耳纹AI-侯公子,· 6-15,16.1万,315,01:35,2024/06/26
姜萍12名，第1名是徐啸宇根正苗红的科班天,https://www.bilibili.com/video/BV1jC3geyE3F/,何必-宇宙,· 6-23,9.2万,4,00:23,2024/06/26
姜萍同学西格玛符号的书写跟我室友有一拼,https://www.bilibili.com/video/BV12r421F7ZF/,张学长的牛马纪录片,· 6-20,15.6万,80,01:30,2024/06/26
姜萍事件大结局？难道这就是姜萍实力的真象？,https://www.bilibili.com/video/BV1ey411z7Ct/,热门追踪后续,· 6-20,6686,0,01:02,2024/06/26
对赌500W的赵斌遭到反噬，高中弟子18年进入阿里决赛，姜萍再次遭到多人质疑#姜萍 #赵斌,https://www.bilibili.com/video/BV1LJ4m1T7Dm/,娱乐百灵鸟,· 7小时前,5075,0,02:20,2024/06/26
姜萍全球数学竞赛第12名，外媒咋报道的？希望祖国涌现更多人才！,https://www.bilibili.com/video/BV1Vr421F7pk/,莹莹聊美国,· 6-17,2.2万,57,03:25,2024/06/26
姜萍事件，不是哥们，奇门遁甲上了，真有必要这么抽象吗,https://www.bilibili.com/video/BV1nw3NeTESQ/,赵小仙很厉害,· 12小时前,843,1,00:13,2024/06/26
大量网友涌入姜萍家引质疑,https://www.bilibili.com/video/BV1aZ421M7om/,热门追踪后续,· 6-20,8201,0,01:11,2024/06/26
这次应该稳了，姜萍轻松完成决赛，笑着走出考场,https://www.bilibili.com/video/BV1K43GePEvQ/,伤心遗憾龙,· 6-24,5734,0,00:17,2024/06/26
会有反转吗？为什么姜萍平时数学测验只有83分,https://www.bilibili.com/video/BV1HM4m1m7Si/,辛芷蕾二儿子,· 6-17,6万,3,01:53,2024/06/26
姜萍决赛考题出炉！有选择题！她完成了超难度答题，有希望取得好成绩,https://www.bilibili.com/video/BV1ms421T7Xo/,综艺娱乐官方,· 6-24,3589,0,01:24,2024/06/26
姜萍妈妈露面：母女在老家庆贺，父亲手捧鲜花，全村一起团聚,https://www.bilibili.com/video/BV14E421N7uG/,素素娱乐,· 6-16,9.5万,61,01:18,2024/06/26
【姜萍决赛】300万人观看姜萍！！！姜萍可能真的是有实力！！！,https://www.bilibili.com/video/BV1oS421d7Bb/,第一热门跟踪,· 6-23,4.7万,135,05:37,2024/06/26
6月14日报道 #前哈佛肯院招生委员喊话姜萍 ：跟哈佛的校友商量过了，愿意为她提供必要的帮助，“你只管优秀，其他的交给我们！” #姜萍,https://www.bilibili.com/video/BV1LW421R7Rh/,长城新媒体,· 6-16,8.6万,10,00:10,2024/06/26
姜萍事件最大问题方是阿里达摩院。,https://www.bilibili.com/video/BV1hs421T7Gw/,观察者明镜,· 昨天,253,0,00:44,2024/06/26
风向急转，质疑姜萍的人都已道歉！,https://www.bilibili.com/video/BV1KH4y1w7cE/,综艺娱乐官方,· 昨天,1932,0,01:23,2024/06/26
